
fet_x,fet_y,tar_x,tar_y,prev_dir,dir
21,8,3,21,1,1
20,8,3,21,1,1
19,8,3,21,1,2
19,9,3,21,2,2
19,10,3,21,2,2
19,11,3,21,2,2
19,12,3,21,2,1
18,12,3,21,1,1
17,12,3,21,1,1
16,12,3,21,1,1
15,12,3,21,1,1
14,12,3,21,1,1
13,12,3,21,1,1
12,12,3,21,1,1
11,12,3,21,1,1
10,12,3,21,1,2
10,13,3,21,2,2
10,14,3,21,2,2
10,15,3,21,2,1
3,21,17,5,4,3
4,21,17,5,3,0
4,20,17,5,0,0
4,19,17,5,0,0
4,18,17,5,0,3
5,18,17,5,3,3
6,18,17,5,3,3
7,18,17,5,3,0
7,17,17,5,0,0
7,16,17,5,0,0
7,15,17,5,0,3
8,15,17,5,3,3
9,15,17,5,3,3
10,15,17,5,3,0
10,14,17,5,0,0
10,13,17,5,0,0
10,12,17,5,0,3
11,12,17,5,3,3
12,12,17,5,3,3
13,12,17,5,3,3
14,12,17,5,3,3
15,12,17,5,3,3
16,12,17,5,3,3
17,12,17,5,3,3
18,12,17,5,3,3
19,12,17,5,3,0
19,11,17,5,0,0
19,10,17,5,0,0
19,9,17,5,0,0
19,8,17,5,0,0
19,7,17,5,0,0
19,6,17,5,0,0
19,5,17,5,0,1
18,5,17,5,1,1
17,5,27,28,4,3
18,5,27,28,3,3
19,5,27,28,3,2
19,6,27,28,2,2
19,7,27,28,2,2
19,8,27,28,2,2
19,9,27,28,2,2
19,10,27,28,2,2
19,11,27,28,2,2
19,12,27,28,2,2
19,13,27,28,2,2
19,14,27,28,2,2
19,15,27,28,2,3
20,15,27,28,3,3
21,15,27,28,3,3
22,15,27,28,3,2
22,16,27,28,2,2
22,17,27,28,2,2
22,18,27,28,2,2
22,19,27,28,2,2
22,20,27,28,2,2
22,21,27,28,2,2
22,22,27,28,2,2
22,23,27,28,2,2
13,18,6,18,4,1
12,18,6,18,1,1
11,18,6,18,1,1
10,18,6,18,1,0
10,17,6,18,0,0
10,16,6,18,0,0
10,15,6,18,0,1
9,15,6,18,1,1
8,15,6,18,1,1
7,15,6,18,1,2
7,16,6,18,2,2
7,17,6,18,2,2
7,18,6,18,2,1
6,18,19,13,4,3
7,18,19,13,3,0
19,13,10,23,4,2
19,14,10,23,2,2
19,15,10,23,2,2
19,16,10,23,2,2
19,17,10,23,2,2
19,18,10,23,2,1
18,18,10,23,1,1
17,18,10,23,1,1
16,18,10,23,1,1
15,18,10,23,1,1
14,18,10,23,1,1
13,18,10,23,1,2
13,19,10,23,2,2
13,20,10,23,2,2
13,21,10,23,2,1
12,21,10,23,1,1
11,21,10,23,1,1
10,21,10,23,1,2
10,22,10,23,2,2
10,23,11,30,4,2
10,24,11,30,2,2
10,25,11,30,2,2
10,26,11,30,2,2
10,27,11,30,2,2
10,28,11,30,2,2
10,29,11,30,2,2
10,30,11,30,2,3
11,30,13,18,4,1
10,30,13,18,1,0
10,29,13,18,0,0
10,28,13,18,0,0
10,27,13,18,0,0
10,26,13,18,0,0
10,25,13,18,0,0
10,24,13,18,0,0
10,23,13,18,0,0
10,22,13,18,0,0
10,21,13,18,0,3
11,21,13,18,3,3
12,21,13,18,3,3
13,21,13,18,3,0
13,20,13,18,0,0
13,19,13,18,0,0
13,18,14,9,4,1
12,18,14,9,1,1
11,18,14,9,1,1
10,18,14,9,1,0
10,17,14,9,0,0
10,16,14,9,0,0
10,15,14,9,0,0
10,14,14,9,0,0
10,13,14,9,0,0
10,12,14,9,0,0
10,11,14,9,0,0
10,10,14,9,0,0
10,9,14,9,0,0
10,8,14,9,0,0
6,8,10,29,4,1
5,8,10,29,1,2
5,9,10,29,2,2
5,10,10,29,2,2
5,11,10,29,2,3
6,11,10,29,3,3
7,11,10,29,3,2
7,12,10,29,2,2
7,13,10,29,2,2
7,14,10,29,2,2
7,15,10,29,2,2
7,16,10,29,2,2
7,17,10,29,2,2
7,18,10,29,2,2
7,19,10,29,2,2
7,20,10,29,2,2
7,21,10,29,2,2
7,22,10,29,2,2
7,23,10,29,2,2
7,24,10,29,2,3
8,24,10,29,3,3
9,24,10,29,3,3
10,24,10,29,3,2
10,29,7,12,4,0
10,28,7,12,0,0
10,27,7,12,0,0
10,26,7,12,0,0
10,25,7,12,0,0
10,24,7,12,0,1
9,24,7,12,1,1
8,24,7,12,1,1
7,24,7,12,1,0
7,23,7,12,0,0
7,22,7,12,0,0
7,21,7,12,0,0
7,20,7,12,0,0
7,19,7,12,0,0
7,18,7,12,0,0
7,12,6,24,4,2
7,13,6,24,2,2
7,14,6,24,2,2
7,15,6,24,2,2
7,16,6,24,2,2
7,17,6,24,2,2
7,18,6,24,2,2
7,19,6,24,2,2
7,20,6,24,2,2
7,21,6,24,2,2
7,22,6,24,2,2
7,23,6,24,2,2
7,24,6,24,2,1
7,12,8,2,4,2
7,13,8,2,2,2
7,14,8,2,2,2
7,15,8,2,2,3
8,15,8,2,3,3
9,15,8,2,3,3
10,15,8,2,3,0
10,14,8,2,0,0
10,13,8,2,0,0
10,12,8,2,0,0
10,11,8,2,0,0
10,10,8,2,0,0
10,9,8,2,0,0
10,8,8,2,0,0
10,7,8,2,0,0
10,6,8,2,0,0
10,5,8,2,0,0
8,2,19,17,4,3
9,2,19,17,3,3
10,2,19,17,3,2
10,3,19,17,2,2
10,4,19,17,2,2
10,5,19,17,2,2
10,6,19,17,2,2
10,7,19,17,2,2
10,8,19,17,2,2
10,9,19,17,2,2
10,10,19,17,2,2
10,11,19,17,2,2
10,12,19,17,2,3
11,12,19,17,3,3
12,12,19,17,3,3
13,12,19,17,3,3
14,12,19,17,3,3
15,12,19,17,3,3
16,12,19,17,3,3
17,12,19,17,3,3
18,12,19,17,3,3
19,12,19,17,3,2
19,13,19,17,2,2
19,14,19,17,2,2
19,15,19,17,2,2
19,16,19,17,2,2
19,17,15,12,4,0
19,16,15,12,0,0
19,15,15,12,0,0
19,14,15,12,0,0
19,13,15,12,0,0
19,12,15,12,0,1
18,12,15,12,1,1
17,12,15,12,1,1
16,12,15,12,1,1
15,12,19,12,4,3
16,12,19,12,3,3
17,12,19,12,3,3
18,12,19,12,3,3
19,12,16,21,4,2
19,13,16,21,2,2
19,14,16,21,2,2
19,15,16,21,2,2
19,16,16,21,2,2
19,17,16,21,2,2
19,18,16,21,2,1
18,18,16,21,1,1
17,18,16,21,1,1
16,18,16,21,1,2
16,19,16,21,2,2
16,20,16,21,2,2
16,21,7,12,4,0
16,20,7,12,0,0
16,19,7,12,0,0
16,18,7,12,0,1
15,18,7,12,1,1
14,18,7,12,1,1
13,18,7,12,1,1
12,18,7,12,1,1
11,18,7,12,1,1
10,18,7,12,1,0
10,17,7,12,0,0
10,16,7,12,0,0
10,15,7,12,0,1
9,15,7,12,1,1
8,15,7,12,1,1
7,15,7,12,1,0
7,12,11,2,4,0
7,11,11,2,0,1
6,11,11,2,1,1
5,11,11,2,1,0
5,10,11,2,0,0
5,9,11,2,0,0
5,8,11,2,0,0
5,7,11,2,0,0
5,6,11,2,0,0
5,5,11,2,0,3
6,5,11,2,3,3
7,5,11,2,3,3
8,5,11,2,3,3
9,5,11,2,3,3
10,5,11,2,3,0
10,4,11,2,0,0
10,3,11,2,0,0
10,2,11,2,0,3
11,2,23,8,4,3
12,2,23,8,3,3
13,2,23,8,3,3
14,2,23,8,3,3
15,2,23,8,3,3
16,2,23,8,3,3
17,2,23,8,3,3
18,2,23,8,3,3
19,2,23,8,3,2
19,3,23,8,2,2
19,4,23,8,2,2
19,5,23,8,2,2
19,6,23,8,2,2
19,7,23,8,2,2
19,8,23,8,2,3
20,8,23,8,3,3
21,8,23,8,3,3
22,8,23,8,3,3
23,8,15,18,4,1
22,8,15,18,1,1
21,8,15,18,1,1
20,8,15,18,1,1
19,8,15,18,1,2
15,18,6,27,4,1
14,18,6,27,1,1
13,18,6,27,1,2
13,19,6,27,2,2
13,20,6,27,2,2
13,21,6,27,2,1
12,21,6,27,1,1
11,21,6,27,1,1
10,21,6,27,1,2
10,22,6,27,2,2
10,23,6,27,2,2
10,24,6,27,2,1
9,24,6,27,1,1
8,24,6,27,1,1
7,24,6,27,1,1
6,24,6,27,1,1
5,24,6,27,1,2
5,25,6,27,2,2
5,26,6,27,2,2
5,27,6,27,2,3
6,27,9,15,4,1
5,27,9,15,1,0
5,26,9,15,0,0
5,25,9,15,0,0
5,24,9,15,0,3
6,24,9,15,3,3
7,24,9,15,3,0
7,23,9,15,0,0
7,22,9,15,0,0
7,21,9,15,0,0
7,20,9,15,0,0
7,19,9,15,0,0
7,18,9,15,0,0
7,17,9,15,0,0
7,16,9,15,0,0
7,15,9,15,0,3
8,15,9,15,3,3
9,15,24,7,4,3
10,15,24,7,3,0
10,14,24,7,0,0
10,13,24,7,0,0
10,12,24,7,0,3
11,12,24,7,3,3
12,12,24,7,3,3
13,12,24,7,3,3
14,12,24,7,3,3
15,12,24,7,3,3
16,12,24,7,3,3
17,12,24,7,3,3
18,12,24,7,3,3
19,12,24,7,3,0
19,11,24,7,0,0
19,10,24,7,0,0
19,9,24,7,0,0
19,8,24,7,0,3
20,8,24,7,3,3
21,8,24,7,3,3
22,8,24,7,3,3
27,24,12,12,4,1
26,24,12,12,1,1
25,24,12,12,1,1
24,24,12,12,1,1
23,24,12,12,1,1
22,24,12,12,1,0
22,23,12,12,0,0
22,22,12,12,0,0
22,21,12,12,0,0
22,20,12,12,0,0
22,19,12,12,0,0
22,18,12,12,0,0
22,17,12,12,0,0
22,16,12,12,0,0
22,15,12,12,0,1
21,15,12,12,1,1
20,15,12,12,1,1
19,15,12,12,1,0
19,14,12,12,0,0
19,13,12,12,0,0
19,12,12,12,0,1
18,12,12,12,1,1
17,12,12,12,1,1
16,12,12,12,1,1
15,12,12,12,1,1
14,12,12,12,1,1
13,12,12,12,1,1
12,12,2,29,4,1
11,12,2,29,1,1
10,12,2,29,1,2
10,13,2,29,2,2
10,14,2,29,2,2
10,15,2,29,2,1
9,15,2,29,1,1
8,15,2,29,1,1
7,15,2,29,1,2
7,16,2,29,2,2
7,17,2,29,2,2
7,18,2,29,2,2
7,19,2,29,2,2
7,20,2,29,2,2
7,21,2,29,2,2
7,22,2,29,2,2
7,23,2,29,2,2
7,24,2,29,2,1
6,24,2,29,1,1
5,24,2,29,1,2
5,25,2,29,2,2
5,26,2,29,2,2
5,27,2,29,2,1
4,27,2,29,1,1
3,27,2,29,1,1
2,27,2,29,1,2
2,28,2,29,2,2
2,29,21,15,4,0
2,28,21,15,0,0
2,27,21,15,0,3
3,27,21,15,3,3
4,27,21,15,3,3
5,27,21,15,3,0
5,26,21,15,0,0
5,25,21,15,0,0
5,24,21,15,0,3
6,24,21,15,3,3
7,24,21,15,3,3
8,24,21,15,3,3
9,24,21,15,3,3
10,24,21,15,3,3
11,24,21,15,3,3
12,24,21,15,3,3
13,24,21,15,3,3
14,24,21,15,3,3
15,24,21,15,3,3
16,24,21,15,3,3
17,24,21,15,3,3
18,24,21,15,3,3
19,24,21,15,3,3
20,24,21,15,3,3
21,24,21,15,3,3
22,24,21,15,3,0
22,23,21,15,0,0
22,22,21,15,0,0
22,21,21,15,0,0
22,20,21,15,0,0
22,19,21,15,0,0
22,18,21,15,0,0
22,17,21,15,0,0
22,16,21,15,0,0
22,15,21,15,0,1
21,15,13,5,4,1
20,15,13,5,1,1
19,15,13,5,1,0
19,14,13,5,0,0
19,13,13,5,0,0
19,12,13,5,0,0
19,11,13,5,0,0
19,10,13,5,0,0
19,9,13,5,0,0
19,8,13,5,0,0
19,7,13,5,0,0
19,6,13,5,0,0
19,5,13,5,0,1
18,5,13,5,1,1
17,5,13,5,1,1
16,5,13,5,1,2
16,6,13,5,2,2
16,7,13,5,2,2
16,8,13,5,2,2
16,9,13,5,2,1
15,9,13,5,1,1
14,9,13,5,1,1
13,9,13,5,1,0
13,8,13,5,0,0
13,7,13,5,0,0
13,6,13,5,0,0
13,5,12,2,4,1
12,5,12,2,1,1
11,5,12,2,1,1
10,5,12,2,1,0
10,4,12,2,0,0
10,3,12,2,0,0
10,2,12,2,0,3
11,2,12,2,3,3
12,2,26,27,4,3
13,2,26,27,3,3
14,2,26,27,3,3
15,2,26,27,3,3
16,2,26,27,3,3
17,2,26,27,3,3
18,2,26,27,3,3
19,2,26,27,3,2
19,3,26,27,2,2
19,4,26,27,2,2
19,5,26,27,2,2
19,6,26,27,2,2
19,7,26,27,2,2
19,8,26,27,2,2
19,9,26,27,2,2
19,10,26,27,2,2
19,11,26,27,2,2
19,12,26,27,2,2
19,13,26,27,2,2
19,14,26,27,2,2
19,15,26,27,2,3
20,15,26,27,3,3
21,15,26,27,3,3
22,15,26,27,3,2
22,16,26,27,2,2
22,17,26,27,2,2
22,18,26,27,2,2
22,19,26,27,2,2
22,20,26,27,2,2
22,21,26,27,2,2
22,22,26,27,2,2
22,23,26,27,2,2
22,24,26,27,2,3
23,24,26,27,3,3
24,24,26,27,3,2
24,25,26,27,2,2
24,26,26,27,2,2
24,27,26,27,2,3
25,27,26,27,3,3
26,27,16,6,4,1
25,27,16,6,1,1
24,27,16,6,1,0
24,26,16,6,0,0
24,25,16,6,0,0
24,24,16,6,0,1
23,24,16,6,1,1
22,24,16,6,1,0
22,23,16,6,0,0
22,22,16,6,0,0
22,21,16,6,0,0
22,20,16,6,0,0
22,19,16,6,0,0
22,18,16,6,0,0
22,17,16,6,0,0
22,16,16,6,0,0
22,15,16,6,0,1
21,15,16,6,1,1
20,15,16,6,1,1
19,15,16,6,1,0
19,14,16,6,0,0
19,13,16,6,0,0
19,12,16,6,0,0
19,11,16,6,0,0
19,10,16,6,0,0
19,9,16,6,0,0
19,8,16,6,0,0
19,7,16,6,0,0
19,6,16,6,0,0
19,5,16,6,0,1
18,5,16,6,1,1
17,5,16,6,1,1
16,5,16,6,1,2
16,6,2,22,4,2
16,7,2,22,2,2
16,8,2,22,2,2
16,9,2,22,2,1
15,9,2,22,1,1
14,9,2,22,1,1
13,9,2,22,1,0
13,8,2,22,0,0
13,7,2,22,0,0
13,6,2,22,0,0
13,5,2,22,0,1
12,5,2,22,1,1
11,5,2,22,1,1
10,5,2,22,1,2
10,6,2,22,2,2
10,7,2,22,2,2
10,8,2,22,2,2
10,9,2,22,2,2
10,10,2,22,2,2
10,11,2,22,2,2
10,12,2,22,2,2
10,13,2,22,2,2
10,14,2,22,2,2
10,15,2,22,2,1
9,15,2,22,1,1
8,15,2,22,1,1
7,15,2,22,1,2
7,16,2,22,2,2
7,17,2,22,2,2
7,18,2,22,2,1
6,18,2,22,1,1
5,18,2,22,1,1
4,18,2,22,1,2
4,19,2,22,2,2
4,20,2,22,2,2
4,21,2,22,2,1
3,21,2,22,1,1
2,21,2,22,1,2
2,22,5,7,4,0
2,21,5,7,0,3
3,21,5,7,3,3
4,21,5,7,3,0
4,20,5,7,0,0
4,19,5,7,0,0
4,18,5,7,0,3
5,18,5,7,3,3
6,18,5,7,3,3
7,18,5,7,3,0
7,17,5,7,0,0
7,16,5,7,0,0
7,15,5,7,0,0
7,14,5,7,0,0
7,13,5,7,0,0
7,12,5,7,0,0
7,11,5,7,0,1
6,11,5,7,1,1
5,11,5,7,1,0
5,10,5,7,0,0
5,9,5,7,0,0
5,8,5,7,0,0
5,7,14,9,4,2
5,8,14,9,2,3
6,8,14,9,3,3
7,8,14,9,3,3
8,8,14,9,3,3
9,8,14,9,3,3
10,8,14,9,3,0
10,7,14,9,0,0
10,6,14,9,0,0
10,5,14,9,0,3
11,5,14,9,3,3
12,5,14,9,3,3
13,5,14,9,3,2
13,6,14,9,2,2
13,7,14,9,2,2
13,8,14,9,2,2
13,9,14,9,2,3
14,9,22,29,4,3
15,9,22,29,3,3
16,9,22,29,3,0
16,8,22,29,0,0
16,7,22,29,0,0
16,6,22,29,0,0
16,5,22,29,0,3
17,5,22,29,3,3
18,5,22,29,3,3
19,5,22,29,3,2
19,6,22,29,2,2
19,7,22,29,2,2
19,8,22,29,2,2
19,9,22,29,2,2
19,10,22,29,2,2
19,11,22,29,2,2
19,12,22,29,2,2
19,13,22,29,2,2
19,14,22,29,2,2
19,15,22,29,2,3
20,15,22,29,3,3
21,15,22,29,3,3
22,15,22,29,3,2
22,16,22,29,2,2
22,17,22,29,2,2
22,18,22,29,2,2
22,19,22,29,2,2
22,20,22,29,2,2
22,21,22,29,2,2
22,22,22,29,2,2
22,23,22,29,2,2
22,24,22,29,2,3
23,24,22,29,3,3
24,24,22,29,3,2
24,25,22,29,2,2
24,26,22,29,2,2
24,27,22,29,2,1
23,27,22,29,1,1
22,27,22,29,1,2
22,28,22,29,2,2
22,29,17,24,4,2
22,30,17,24,2,1
21,30,17,24,1,1
20,30,17,24,1,1
19,30,17,24,1,0
19,29,17,24,0,0
19,28,17,24,0,0
19,27,17,24,0,0
19,26,17,24,0,0
19,25,17,24,0,0
19,24,17,24,0,1
17,24,7,22,4,1
16,24,7,22,1,1
15,24,7,22,1,1
14,24,7,22,1,1
13,24,7,22,1,1
12,24,7,22,1,1
11,24,7,22,1,1
10,24,7,22,1,1
9,24,7,22,1,1
8,24,7,22,1,1
7,24,7,22,1,0
7,23,7,22,0,0
7,22,10,24,4,2
7,24,10,24,2,3
8,24,10,24,3,3
9,24,10,24,3,3
10,24,24,18,4,3
11,24,24,18,3,3
12,24,24,18,3,3
13,24,24,18,3,3
14,24,24,18,3,3
15,24,24,18,3,3
16,24,24,18,3,3
17,24,24,18,3,3
18,24,24,18,3,3
19,24,24,18,3,3
20,24,24,18,3,3
21,24,24,18,3,3
22,24,24,18,3,0
22,23,24,18,0,0
22,22,24,18,0,0
22,21,24,18,0,0
22,20,24,18,0,0
22,19,24,18,0,0
22,18,24,18,0,3
23,18,24,18,3,3
24,18,7,8,4,1
23,18,7,8,1,1
22,18,7,8,1,0
22,17,7,8,0,0
22,16,7,8,0,0
22,15,7,8,0,1
21,15,7,8,1,1
20,15,7,8,1,1
19,15,7,8,1,0
19,14,7,8,0,0
19,13,7,8,0,0
19,12,7,8,0,1
18,12,7,8,1,1
17,12,7,8,1,1
16,12,7,8,1,1
15,12,7,8,1,1
14,12,7,8,1,1
13,12,7,8,1,1
12,12,7,8,1,1
11,12,7,8,1,1
10,12,7,8,1,0
10,11,7,8,0,0
10,10,7,8,0,0
10,9,7,8,0,0
10,8,7,8,0,1
9,8,7,8,1,1
8,8,7,8,1,1
7,8,10,7,4,3
8,8,10,7,3,3
9,8,10,7,3,3
10,8,10,7,3,0
10,7,2,27,4,2
10,8,2,27,2,2
10,9,2,27,2,2
10,10,2,27,2,2
10,11,2,27,2,2
10,12,2,27,2,2
10,13,2,27,2,2
10,14,2,27,2,2
10,15,2,27,2,1
9,15,2,27,1,1
8,15,2,27,1,1
7,15,2,27,1,2
7,16,2,27,2,2
7,17,2,27,2,2
7,18,2,27,2,2
7,19,2,27,2,2
7,20,2,27,2,2
7,21,2,27,2,2
7,22,2,27,2,2
7,23,2,27,2,2
7,24,2,27,2,1
6,24,2,27,1,1
5,24,2,27,1,2
5,25,2,27,2,2
5,26,2,27,2,2
5,27,2,27,2,1
4,27,2,27,1,1
3,27,2,27,1,1
2,27,7,2,4,3
3,27,7,2,3,3
4,27,7,2,3,3
5,27,7,2,3,0
5,26,7,2,0,0
5,25,7,2,0,0
5,24,7,2,0,3
6,24,7,2,3,3
7,24,7,2,3,0
7,23,7,2,0,0
7,22,7,2,0,0
7,21,7,2,0,0
7,20,7,2,0,0
7,19,7,2,0,0
7,18,7,2,0,0
7,17,7,2,0,0
7,16,7,2,0,0
7,15,7,2,0,3
8,15,7,2,3,3
9,15,7,2,3,3
10,15,7,2,3,0
10,14,7,2,0,0
10,13,7,2,0,0
10,12,7,2,0,0
10,11,7,2,0,0
10,10,7,2,0,0
10,9,7,2,0,0
10,8,7,2,0,0
10,7,7,2,0,0
10,6,7,2,0,0
10,5,7,2,0,0
10,4,7,2,0,0
10,3,7,2,0,0
10,2,7,2,0,1
9,2,7,2,1,1
8,2,7,2,1,1
7,2,5,10,4,3
8,2,5,10,3,3
9,2,5,10,3,3
10,2,5,10,3,2
10,3,5,10,2,2
10,4,5,10,2,2
10,5,5,10,2,1
9,5,5,10,1,1
8,5,5,10,1,1
7,5,5,10,1,1
6,5,5,10,1,1
5,5,5,10,1,2
5,6,5,10,2,2
5,7,5,10,2,2
5,8,5,10,2,2
5,9,5,10,2,2
5,10,5,11,4,2
5,11,16,30,4,3
6,11,16,30,3,3
7,11,16,30,3,2
7,12,16,30,2,2
7,13,16,30,2,2
7,14,16,30,2,2
7,15,16,30,2,2
7,16,16,30,2,2
7,17,16,30,2,2
7,18,16,30,2,2
7,19,16,30,2,2
7,20,16,30,2,2
7,21,16,30,2,2
7,22,16,30,2,2
7,23,16,30,2,2
7,24,16,30,2,3
8,24,16,30,3,3
9,24,16,30,3,3
10,24,16,30,3,3
11,24,16,30,3,3
12,24,16,30,3,3
13,24,16,30,3,3
14,24,16,30,3,3
15,24,16,30,3,3
16,24,16,30,3,3
17,24,16,30,3,3
18,24,16,30,3,3
19,24,16,30,3,2
19,25,16,30,2,2
19,26,16,30,2,2
19,27,16,30,2,2
19,28,16,30,2,2
19,29,16,30,2,2
19,30,16,30,2,1
18,30,16,30,1,1
17,30,16,30,1,1
16,30,18,18,4,3
17,30,18,18,3,3
18,30,18,18,3,3
19,30,18,18,3,0
19,29,18,18,0,0
19,28,18,18,0,0
19,27,18,18,0,0
19,26,18,18,0,0
19,25,18,18,0,0
19,24,18,18,0,0
19,23,18,18,0,0
19,22,18,18,0,0
19,21,18,18,0,1
18,21,18,18,1,1
17,21,18,18,1,1
16,21,18,18,1,0
16,20,18,18,0,0
16,19,18,18,0,0
16,18,18,18,0,3
18,18,13,24,4,1
17,18,13,24,1,1
16,18,13,24,1,1
15,18,13,24,1,1
14,18,13,24,1,1
13,18,13,24,1,2
13,19,13,24,2,2
13,20,13,24,2,2
13,21,13,24,2,1
12,21,13,24,1,1
11,21,13,24,1,1
10,21,13,24,1,2
10,22,13,24,2,2
10,23,13,24,2,2
10,24,13,24,2,3
11,24,13,24,3,3
12,24,13,24,3,3
26,24,19,30,4,1
25,24,19,30,1,1
24,24,19,30,1,2
24,25,19,30,2,2
24,26,19,30,2,2
24,27,19,30,2,1
23,27,19,30,1,1
22,27,19,30,1,2
22,28,19,30,2,2
22,29,19,30,2,2
22,30,19,30,2,1
21,30,19,30,1,1
20,30,19,30,1,1
19,30,18,18,4,0
18,18,23,8,4,3
19,18,23,8,3,0
19,17,23,8,0,0
19,16,23,8,0,0
19,15,23,8,0,3
20,15,23,8,3,3
21,15,23,8,3,3
22,15,23,8,3,0
22,14,23,8,0,0
22,13,23,8,0,0
22,12,23,8,0,0
22,11,23,8,0,3
23,11,23,8,3,3
24,11,23,8,3,0
24,10,23,8,0,0
24,9,23,8,0,0
24,8,23,8,0,1
23,8,6,2,4,1
22,8,6,2,1,1
21,8,6,2,1,1
20,8,6,2,1,1
19,8,6,2,1,0
19,7,6,2,0,0
19,6,6,2,0,0
19,5,6,2,0,0
19,4,6,2,0,0
19,3,6,2,0,0
19,2,6,2,0,1
18,2,6,2,1,1
17,2,6,2,1,1
16,2,6,2,1,1
15,2,6,2,1,1
14,2,6,2,1,1
13,2,6,2,1,1
12,2,6,2,1,1
11,2,6,2,1,1
10,2,6,2,1,1
9,2,6,2,1,1
6,2,23,30,4,3
7,2,23,30,3,3
8,2,23,30,3,3
9,2,23,30,3,3
10,2,23,30,3,2
10,3,23,30,2,2
10,4,23,30,2,2
10,5,23,30,2,2
10,6,23,30,2,2
10,7,23,30,2,2
10,8,23,30,2,2
10,9,23,30,2,2
10,10,23,30,2,2
10,11,23,30,2,2
10,12,23,30,2,2
10,13,23,30,2,2
10,14,23,30,2,2
10,15,23,30,2,2
10,16,23,30,2,2
10,17,23,30,2,2
10,18,23,30,2,3
11,18,23,30,3,3
12,18,23,30,3,3
13,18,23,30,3,3
14,18,23,30,3,3
15,18,23,30,3,3
16,18,23,30,3,2
16,19,23,30,2,2
16,20,23,30,2,2
16,21,23,30,2,3
17,21,23,30,3,3
18,21,23,30,3,3
19,21,23,30,3,2
19,22,23,30,2,2
19,23,23,30,2,2
19,24,23,30,2,2
19,25,23,30,2,2
19,26,23,30,2,2
19,27,23,30,2,2
19,28,23,30,2,2
19,29,23,30,2,2
19,30,23,30,2,3
20,30,23,30,3,3
21,30,23,30,3,3
22,30,23,30,3,3
23,30,26,21,4,1
22,30,26,21,1,0
22,29,26,21,0,0
22,28,26,21,0,0
22,27,26,21,0,3
23,27,26,21,3,3
24,27,26,21,3,0
24,26,26,21,0,0
24,25,26,21,0,0
24,24,26,21,0,3
26,21,11,21,4,1
25,21,11,21,1,0
25,20,11,21,0,0
25,19,11,21,0,0
25,18,11,21,0,1
24,18,11,21,1,1
23,18,11,21,1,1
22,18,11,21,1,0
22,17,11,21,0,0
22,16,11,21,0,0
22,15,11,21,0,1
21,15,11,21,1,1
20,15,11,21,1,1
19,15,11,21,1,2
19,16,11,21,2,2
19,17,11,21,2,2
19,18,11,21,2,1
18,18,11,21,1,1
17,18,11,21,1,1
16,18,11,21,1,1
15,18,11,21,1,1
14,18,11,21,1,1
13,18,11,21,1,2
13,19,11,21,2,2
13,20,11,21,2,2
13,21,11,21,2,1
12,21,11,21,1,1
11,21,19,17,4,3
12,21,19,17,3,3
13,21,19,17,3,0
13,20,19,17,0,0
13,19,19,17,0,0
13,18,19,17,0,3
14,18,19,17,3,3
15,18,19,17,3,3
16,18,19,17,3,3
17,18,19,17,3,3
18,18,19,17,3,3
19,18,19,17,3,0
19,17,16,9,4,0
19,16,16,9,0,0
19,15,16,9,0,0
19,14,16,9,0,0
19,13,16,9,0,0
19,12,16,9,0,0
19,11,16,9,0,0
19,10,16,9,0,0
19,9,16,9,0,0
19,8,16,9,0,0
19,7,16,9,0,0
19,6,16,9,0,0
19,5,16,9,0,1
18,5,16,9,1,1
17,5,16,9,1,1
16,5,16,9,1,2
16,6,16,9,2,2
16,7,16,9,2,2
16,8,16,9,2,2
16,9,8,2,4,1
8,2,22,20,4,3
9,2,22,20,3,3
10,2,22,20,3,2
10,3,22,20,2,2
10,4,22,20,2,2
10,5,22,20,2,2
10,6,22,20,2,2
10,7,22,20,2,2
10,8,22,20,2,2
10,9,22,20,2,2
10,10,22,20,2,2
10,11,22,20,2,2
10,12,22,20,2,3
11,12,22,20,3,3
12,12,22,20,3,3
13,12,22,20,3,3
14,12,22,20,3,3
15,12,22,20,3,3
16,12,22,20,3,3
17,12,22,20,3,3
18,12,22,20,3,3
19,12,22,20,3,2
19,13,22,20,2,2
19,14,22,20,2,2
19,15,22,20,2,3
20,15,22,20,3,3
21,15,22,20,3,3
22,15,22,20,3,2
22,16,22,20,2,2
22,17,22,20,2,2
22,18,22,20,2,2
22,19,22,20,2,2
22,20,13,8,4,0
22,19,13,8,0,0
22,18,13,8,0,0
22,17,13,8,0,0
22,16,13,8,0,0
22,15,13,8,0,1
21,15,13,8,1,1
20,15,13,8,1,1
19,15,13,8,1,0
19,14,13,8,0,0
19,13,13,8,0,0
19,12,13,8,0,0
19,11,13,8,0,0
19,10,13,8,0,0
19,9,13,8,0,0
19,8,13,8,0,0
19,7,13,8,0,0
19,6,13,8,0,0
19,5,13,8,0,1
18,5,13,8,1,1
17,5,13,8,1,1
16,5,13,8,1,2
16,6,13,8,2,2
16,7,13,8,2,2
16,8,13,8,2,2
16,9,13,8,2,1
15,9,13,8,1,1
19,16,22,19,4,0
19,15,22,19,0,3
20,15,22,19,3,3
21,15,22,19,3,3
22,15,22,19,3,2
22,16,22,19,2,2
22,17,22,19,2,2
22,18,22,19,2,2
22,19,19,11,4,0
22,18,19,11,0,0
22,17,19,11,0,0
22,16,19,11,0,0
22,15,19,11,0,1
